step0,step1,action_type,N_total,N_topk,N_sampled,proxy_norm_max,proxy_norm_p99,proxy_norm_median,proxy_norm_min,selected_action_type,selected_exact_norm,topk_threshold
12,13,bitmask_swap,49358,0,49358,0.9029611945152283,0.13380129635334015,0.0018121065804734826,2.367501461283706e-26,weight_bit,3.4941787719726562,2.3873449940126648
13,14,weight_bit,10500,64,10500,5.3796344876055855,2.2226584863969947,0.2327846079998066,0.028699752815596113,weight_bit,3.537914276123047,2.6014180143328076
13,14,index_1bit,49288,0,49288,1.7579721212387085,0.2676308751106262,0.0036156169371679425,1.9946946952725988e-27,weight_bit,3.537914276123047,2.6014180143328076
13,14,bitmask_swap,49288,0,49288,0.8789860606193542,0.1338154375553131,0.0018078084685839713,9.973473476362994e-28,weight_bit,3.537914276123047,2.6014180143328076
14,15,weight_bit,10500,64,10500,5.41263925475522,2.20831550760181,0.23503978888701482,0.02782472073395681,weight_bit,3.7424049377441406,2.5389634894087862
14,15,index_1bit,49250,0,49250,1.7686256170272827,0.2692718207836151,0.0036483173025771976,2.0874778725688105e-26,weight_bit,3.7424049377441406,2.5389634894087862
14,15,bitmask_swap,49250,0,49250,0.8843128085136414,0.13463591039180756,0.0018241586512885988,1.0437389362844053e-26,weight_bit,3.7424049377441406,2.5389634894087862
15,16,weight_bit,10500,64,10500,5.1159846274521215,2.33973411835305,0.23946586772889766,0.03158136889500929,weight_bit,3.844623565673828,2.727022314178754
15,16,index_1bit,49040,0,49040,2.0330960750579834,0.2649134397506714,0.003629180951975286,1.4923211114197557e-30,weight_bit,3.844623565673828,2.727022314178754
15,16,bitmask_swap,49040,0,49040,1.0165480375289917,0.1324567198753357,0.001814590475987643,7.4616055570987785e-31,weight_bit,3.844623565673828,2.727022314178754
16,17,weight_bit,10500,64,10500,5.74937495771303,2.465634045179229,0.23165534655991138,0.03114290261160324,weight_bit,4.079364776611328,2.874594659901163
16,17,index_1bit,49011,0,49011,2.473430633544922,0.2833648920059204,0.0037161593791097403,2.8725542594074778e-33,weight_bit,4.079364776611328,2.874594659901163
16,17,bitmask_swap,49011,0,49011,1.236715316772461,0.1416824460029602,0.0018580796895548701,1.4362771297037389e-33,weight_bit,4.079364776611328,2.874594659901163
17,18,weight_bit,10500,64,10500,6.156718191215646,2.5752593055001114,0.23000713101264658,0.030429481352632237,weight_bit,3.91693115234375,3.0119523683311513
17,18,index_1bit,48934,0,48934,2.688978672027588,0.2897820472717285,0.003784116473980248,5.5886699251741535e-36,weight_bit,3.91693115234375,3.0119523683311513
17,18,bitmask_swap,48934,0,48934,1.344489336013794,0.14489102363586426,0.001892058236990124,2.7943349625870767e-36,weight_bit,3.91693115234375,3.0119523683311513
18,19,weight_bit,10500,64,10500,9.228727982406326,2.8016579616000286,0.23985396530872194,0.029047741653287495,weight_bit,5.3639678955078125,3.119169560258399
18,19,index_1bit,48820,0,48820,3.008263349533081,0.3250791132450104,0.0038573606871068478,1.1539698458908726e-38,weight_bit,5.3639678955078125,3.119169560258399
18,19,bitmask_swap,48820,0,48820,1.5041316747665405,0.1625395566225052,0.0019286803435534239,5.769849229454363e-39,weight_bit,5.3639678955078125,3.119169560258399
19,20,weight_bit,10500,63,10500,6.517476302435512,2.8517123829084596,0.28068793845196804,0.03492467892672524,weight_bit,4.631004333496094,3.300780679861248
19,20,index_1bit,48657,1,48657,3.535759210586548,0.3317936360836029,0.004089805763214827,1.0543369645579924e-41,weight_bit,4.631004333496094,3.300780679861248
19,20,bitmask_swap,48657,0,48657,1.767879605293274,0.16589681804180145,0.0020449028816074133,5.271684822789962e-42,weight_bit,4.631004333496094,3.300780679861248
20,21,weight_bit,10500,63,10500,6.757394962109629,2.889110362358281,0.2863176343022502,0.03458742108940882,weight_bit,4.67919921875,3.309604677742385
20,21,index_1bit,48600,1,48600,3.6553409099578857,0.33956441283226013,0.004160883137956262,2.942726775082116e-44,weight_bit,4.67919921875,3.309604677742385
20,21,bitmask_swap,48600,0,48600,1.8276704549789429,0.16978220641613007,0.002080441568978131,1.471363387541058e-44,weight_bit,4.67919921875,3.309604677742385
21,22,weight_bit,10500,64,10500,7.579720251956132,3.1459409241520007,0.3044175344022797,0.0351589474285281,weight_bit,5.390983581542969,3.6930248060552913
21,22,index_1bit,48312,0,48312,3.256911039352417,0.3799203634262085,0.004265646217390895,1.1028789522970983e-37,weight_bit,5.390983581542969,3.6930248060552913
21,22,bitmask_swap,48312,0,48312,1.6284555196762085,0.18996018171310425,0.0021328231086954474,5.514394761485492e-38,weight_bit,5.390983581542969,3.6930248060552913
22,23,weight_bit,10500,64,10500,7.5009373776761095,3.186469883401685,0.31212266463526106,0.03590569676100408,weight_bit,11.128280639648438,3.757662373980793
22,23,index_1bit,48241,0,48241,3.2230589389801025,0.38337117433547974,0.004387727472931147,2.646636613465675e-39,weight_bit,11.128280639648438,3.757662373980793
22,23,bitmask_swap,48241,0,48241,1.6115294694900513,0.19168558716773987,0.0021938637364655733,1.3233183067328375e-39,weight_bit,11.128280639648438,3.757662373980793
23,24,weight_bit,10500,63,10500,14.655129671424902,3.789291335048688,0.31725805289587683,0.03882944316103831,weight_bit,11.724929809570312,4.719794681772214
23,24,index_1bit,47803,1,47803,4.764313697814941,0.4162984788417816,0.0042940666899085045,1.401298464324817e-45,weight_bit,11.724929809570312,4.719794681772214
23,24,bitmask_swap,47803,0,47803,2.3821568489074707,0.2081492394208908,0.0021470333449542522,7.006492321624085e-46,weight_bit,11.724929809570312,4.719794681772214
24,25,weight_bit,10500,62,10500,25.090158008029903,4.444945232977034,0.3214448868636346,0.041020306812059815,weight_bit,18.521621704101562,5.257726992803725
24,25,index_1bit,46943,2,46943,7.850346565246582,0.4478006362915039,0.004194383043795824,1.3580117942424377e-38,weight_bit,18.521621704101562,5.257726992803725
24,25,bitmask_swap,46943,0,46943,3.925173282623291,0.22390031814575195,0.002097191521897912,6.790058971212189e-39,weight_bit,18.521621704101562,5.257726992803725
25,26,weight_bit,10500,64,10500,19.46090714685124,4.4587032316211435,0.35904943654383814,0.049325387876725024,weight_bit,18.081222534179688,5.6039395768003715
25,26,index_1bit,47116,0,47116,5.29709529876709,0.4485292434692383,0.004580147098749876,4.90454462513686e-43,weight_bit,18.081222534179688,5.6039395768003715
25,26,bitmask_swap,47116,0,47116,2.648547649383545,0.22426462173461914,0.002290073549374938,2.45227231256843e-43,weight_bit,18.081222534179688,5.6039395768003715
26,27,weight_bit,10500,64,10500,18.80320316812731,5.094320717926735,0.3834987622589967,0.052251391374710465,weight_bit,24.147628784179688,6.0261205814791765
26,27,index_1bit,47127,0,47127,5.31019926071167,0.46853411197662354,0.004827728029340506,4.07559896942189e-09,weight_bit,24.147628784179688,6.0261205814791765
26,27,bitmask_swap,47127,0,47127,2.655099630355835,0.23426705598831177,0.002413864014670253,2.037799484710945e-09,weight_bit,24.147628784179688,6.0261205814791765
27,28,weight_bit,10500,64,10500,26.320704177714106,5.931428153462889,0.39212455800020596,0.05246754220779515,weight_bit,21.738937377929688,7.3353454613027225
27,28,index_1bit,46320,0,46320,6.89789342880249,0.49695107340812683,0.004864163463935256,1.0491583157801188e-09,weight_bit,21.738937377929688,7.3353454613027225
27,28,bitmask_swap,46320,0,46320,3.448946714401245,0.24847553670406342,0.002432081731967628,5.245791578900594e-10,weight_bit,21.738937377929688,7.3353454613027225
28,29,weight_bit,10500,64,10500,27.0285352328483,6.140622246727446,0.3814692324517228,0.04812759513699927,weight_bit,18.581893920898438,7.365117758236465
28,29,index_1bit,46037,0,46037,6.9524006843566895,0.4967400133609772,0.005033423192799091,4.190390257008403e-10,weight_bit,18.581893920898438,7.365117758236465
28,29,bitmask_swap,46037,0,46037,3.4762003421783447,0.2483700066804886,0.0025167115963995457,2.0951951285042014e-10,weight_bit,18.581893920898438,7.365117758236465
29,30,weight_bit,10500,64,10500,27.22184424406032,6.218587178571738,0.39249983154626733,0.046257804756771215,weight_bit,14.235336303710938,7.635859588855965
29,30,index_1bit,46000,0,46000,6.823483467102051,0.5253902077674866,0.005286211147904396,5.879663977914618e-10,weight_bit,14.235336303710938,7.635859588855965
29,30,bitmask_swap,46000,0,46000,3.4117417335510254,0.2626951038837433,0.002643105573952198,2.939831988957309e-10,weight_bit,14.235336303710938,7.635859588855965
30,31,weight_bit,10500,64,10500,28.527199987766835,6.1752487905365,0.4080063566014793,0.04871853730232889,weight_bit,14.238510131835938,7.648096757729036
30,31,index_1bit,45855,0,45855,6.99713659286499,0.5414704084396362,0.005421617534011602,1.271679872516529e-09,weight_bit,14.238510131835938,7.648096757729036
30,31,bitmask_swap,45855,0,45855,3.498568296432495,0.2707352042198181,0.002710808767005801,6.358399362582645e-10,weight_bit,14.238510131835938,7.648096757729036
31,32,weight_bit,10500,64,10500,17.963657685564158,6.176804512196782,0.4813446721519732,0.05384936453693001,weight_bit,55.34419250488281,7.119837018037742
31,32,index_1bit,45775,0,45775,7.017053604125977,0.5487126708030701,0.005714266560971737,2.2236879004822185e-09,weight_bit,55.34419250488281,7.119837018037742
31,32,bitmask_swap,45775,0,45775,3.5085268020629883,0.27435633540153503,0.0028571332804858685,1.1118439502411093e-09,weight_bit,55.34419250488281,7.119837018037742
32,33,weight_bit,10500,63,10500,36.60744631047373,8.295990677693908,0.4693558011461185,0.04240275538802507,weight_bit,21.99261474609375,10.235683067965738
32,33,index_1bit,44325,1,44325,14.299783706665039,0.7422865629196167,0.006167026702314615,4.732137459662056e-10,weight_bit,21.99261474609375,10.235683067965738
32,33,bitmask_swap,44325,0,44325,7.1498918533325195,0.37114328145980835,0.0030835133511573076,2.366068729831028e-10,weight_bit,21.99261474609375,10.235683067965738
33,34,weight_bit,10500,63,10500,37.745786239644076,8.17835582611292,0.3810992076540387,0.03688871293152296,weight_bit,19.53656005859375,9.749503348708458
33,34,index_1bit,44030,1,44030,14.744447708129883,0.6761686205863953,0.005792198935523629,1.7288256382030909e-09,weight_bit,19.53656005859375,9.749503348708458
33,34,bitmask_swap,44030,0,44030,7.372223854064941,0.33808431029319763,0.0028960994677618146,8.644128191015454e-10,weight_bit,19.53656005859375,9.749503348708458
34,35,weight_bit,10500,63,10500,36.56538110390102,8.712368252106444,0.3891292657199319,0.03991415920745123,weight_bit,18.972076416015625,9.92601740493501
34,35,index_1bit,44316,1,44316,14.28335189819336,0.6746288537979126,0.005773832323029637,5.3101592567550426e-11,weight_bit,18.972076416015625,9.92601740493501
34,35,bitmask_swap,44316,0,44316,7.14167594909668,0.3373144268989563,0.0028869161615148187,2.6550796283775213e-11,weight_bit,18.972076416015625,9.92601740493501
35,36,weight_bit,10500,63,10500,37.15859012392457,8.622552327362655,0.38977024631369517,0.03974866913358355,weight_bit,18.61419677734375,9.883582375353626
35,36,index_1bit,44256,1,44256,14.515073776245117,0.6803901195526123,0.005768538219854236,1.7515063011064314e-10,weight_bit,18.61419677734375,9.883582375353626
35,36,bitmask_swap,44256,0,44256,7.257536888122559,0.34019505977630615,0.002884269109927118,8.757531505532157e-11,weight_bit,18.61419677734375,9.883582375353626
36,37,weight_bit,10500,63,10500,37.190792939175935,8.598736581590401,0.39040507392679835,0.039990178614362826,weight_bit,18.086883544921875,9.824432782976373
36,37,index_1bit,44230,1,44230,14.527652740478516,0.6794623136520386,0.005767797352746129,1.7515063011064314e-10,weight_bit,18.086883544921875,9.824432782976373
36,37,bitmask_swap,44230,0,44230,7.263826370239258,0.3397311568260193,0.0028838986763730645,8.757531505532157e-11,weight_bit,18.086883544921875,9.824432782976373
37,38,weight_bit,10500,63,10500,38.15552072471519,8.558982076514326,0.3862858620988998,0.040069864174594017,weight_bit,18.153717041015625,9.805875593371525
37,38,index_1bit,44186,1,44186,14.904500007629395,0.6844292283058167,0.005733947502449155,1.7515063011064314e-10,weight_bit,18.153717041015625,9.805875593371525
37,38,bitmask_swap,44186,0,44186,7.452250003814697,0.3422146141529083,0.0028669737512245774,8.757531505532157e-11,weight_bit,18.153717041015625,9.805875593371525
38,39,weight_bit,10500,63,10500,38.56079996592871,8.418810021270929,0.38602912004952117,0.03995908371965928,weight_bit,17.669525146484375,9.805985474127965
38,39,index_1bit,44132,1,44132,15.062811851501465,0.678867518901825,0.0057309772819280624,9.451011084848915e-10,weight_bit,17.669525146484375,9.805985474127965
38,39,bitmask_swap,44132,0,44132,7.531405925750732,0.3394337594509125,0.0028654886409640312,4.725505542424457e-10,weight_bit,17.669525146484375,9.805985474127965
39,40,weight_bit,10500,63,10500,38.56034215891577,8.368045390840507,0.38638865911210907,0.039961749617624776,weight_bit,16.882965087890625,9.779247653455968
39,40,index_1bit,44107,1,44107,15.062633514404297,0.6774561405181885,0.005749567411839962,6.623655512960624e-10,weight_bit,16.882965087890625,9.779247653455968
39,40,bitmask_swap,44107,0,44107,7.531316757202148,0.33872807025909424,0.002874783705919981,3.311827756480312e-10,weight_bit,16.882965087890625,9.779247653455968
40,41,weight_bit,10500,63,10500,38.659002361709554,8.324027161341974,0.3855871196963392,0.03920945321686986,weight_bit,16.665557861328125,9.736713796185654
40,41,index_1bit,44129,1,44129,15.10117244720459,0.6747342348098755,0.005732774268835783,6.623655512960624e-10,weight_bit,16.665557861328125,9.736713796185654
40,41,bitmask_swap,44129,0,44129,7.550586223602295,0.33736711740493774,0.0028663871344178915,3.311827756480312e-10,weight_bit,16.665557861328125,9.736713796185654
41,42,weight_bit,10500,63,10500,38.80542802668833,8.307921742391272,0.3852967036234114,0.038680461649449605,weight_bit,16.934661865234375,9.701791492659822
41,42,index_1bit,44090,1,44090,15.158370018005371,0.6724840998649597,0.0057819143403321505,6.623655512960624e-10,weight_bit,16.934661865234375,9.701791492659822
41,42,bitmask_swap,44090,0,44090,7.5791850090026855,0.33624204993247986,0.0028909571701660752,3.311827756480312e-10,weight_bit,16.934661865234375,9.701791492659822
42,43,weight_bit,10500,63,10500,39.59640967630003,8.523693226943351,0.3964115803957178,0.044770994755882754,weight_bit,17.024505615234375,9.912394873610651
42,43,index_1bit,43993,1,43993,15.467347145080566,0.624245285987854,0.0056788623332977295,5.450569995346655e-10,weight_bit,17.024505615234375,9.912394873610651
42,43,bitmask_swap,43993,0,43993,7.733673572540283,0.312122642993927,0.0028394311666488647,2.7252849976733273e-10,weight_bit,17.024505615234375,9.912394873610651
43,44,weight_bit,10500,63,10500,39.807104187978894,8.430874999975117,0.3956548892204239,0.044944708668335664,weight_bit,17.07684326171875,9.926253063662102
43,44,index_1bit,43951,1,43951,15.549650192260742,0.6198706030845642,0.005665011238306761,5.450569995346655e-10,weight_bit,17.07684326171875,9.926253063662102
43,44,bitmask_swap,43951,0,43951,7.774825096130371,0.3099353015422821,0.0028325056191533804,2.7252849976733273e-10,weight_bit,17.07684326171875,9.926253063662102
44,45,weight_bit,10500,63,10500,39.756268068999816,8.386965420072784,0.3960217404385702,0.04483511112408056,weight_bit,16.640533447265625,9.882303085120839
44,45,index_1bit,43946,1,43946,15.529791831970215,0.6226052641868591,0.005668163998052478,5.450569995346655e-10,weight_bit,16.640533447265625,9.882303085120839
44,45,bitmask_swap,43946,0,43946,7.764895915985107,0.31130263209342957,0.002834081999026239,2.7252849976733273e-10,weight_bit,16.640533447265625,9.882303085120839
45,46,weight_bit,10500,63,10500,39.70071430458256,8.400454413193529,0.39687337475528395,0.04537833241114697,weight_bit,16.512939453125,9.809886280469755
45,46,index_1bit,43910,1,43910,15.50809097290039,0.6243613958358765,0.00570180150680244,3.711178309107055e-10,weight_bit,16.512939453125,9.809886280469755
45,46,bitmask_swap,43910,0,43910,7.754045486450195,0.31218069791793823,0.00285090075340122,1.8555891545535275e-10,weight_bit,16.512939453125,9.809886280469755
46,47,weight_bit,10500,63,10500,39.86802322726726,8.339000265695631,0.3960831676729031,0.045424492021270524,weight_bit,17.96746826171875,9.818090196664343
46,47,index_1bit,43848,1,43848,15.573446273803711,0.6209660768508911,0.005732920253649354,3.1697377361750156e-11,weight_bit,17.96746826171875,9.818090196664343
46,47,bitmask_swap,43848,0,43848,7.7867231369018555,0.31048303842544556,0.002866460126824677,1.5848688680875078e-11,weight_bit,17.96746826171875,9.818090196664343
47,48,weight_bit,10500,63,10500,39.71739913699912,8.583760656514414,0.3983838019070731,0.044590483455958285,weight_bit,17.41217041015625,9.838504975537035
47,48,index_1bit,43752,1,43752,15.514608383178711,0.6310644149780273,0.005819859681650996,3.2589342335853644e-10,weight_bit,17.41217041015625,9.838504975537035
47,48,bitmask_swap,43752,0,43752,7.7573041915893555,0.31553220748901367,0.002909929840825498,1.6294671167926822e-10,weight_bit,17.41217041015625,9.838504975537035
48,49,weight_bit,10500,63,10500,39.90181161802684,8.582913781342768,0.3973959422588287,0.044002046277950235,weight_bit,16.7998046875,9.816649311875835
48,49,index_1bit,43666,1,43666,15.586645126342773,0.6299684047698975,0.0058213286101818085,3.2589342335853644e-10,weight_bit,16.7998046875,9.816649311875835
48,49,bitmask_swap,43666,0,43666,7.793322563171387,0.31498420238494873,0.0029106643050909042,1.6294671167926822e-10,weight_bit,16.7998046875,9.816649311875835
49,50,weight_bit,10500,63,10500,39.895988536142795,8.583377617567521,0.3972793911971424,0.044208685987298324,weight_bit,15.74481201171875,9.807245406480433
49,50,index_1bit,43678,1,43678,15.584370613098145,0.6273385286331177,0.005801712395623326,3.2589342335853644e-10,weight_bit,15.74481201171875,9.807245406480433
49,50,bitmask_swap,43678,0,43678,7.792185306549072,0.31366926431655884,0.002900856197811663,1.6294671167926822e-10,weight_bit,15.74481201171875,9.807245406480433
