rank,action_type,layer_name,cost,proxy_norm,exact_delta,exact_norm,apply_ok,revert_ok,pre_eq_baseline,post_eq_pre,post_eq_baseline,repeat_abs,repeat_ok
36,weight_bit,layer3.2.conv1,1,11.3381667911965,4.31488037109375,4.31488037109375,True,True,,,,,True
37,weight_bit,layer3.2.conv1,1,11.181710343849545,4.317626953125,4.317626953125,True,True,,,,,True
38,weight_bit,layer3.2.conv1,1,11.172997704053614,10.09429931640625,10.09429931640625,True,True,,,,,True
39,weight_bit,layer3.2.conv1,1,11.093715375153238,10.57989501953125,10.57989501953125,True,True,,,,,True
40,weight_bit,layer3.1.conv1,1,11.041349810510155,9.7001953125,9.7001953125,True,True,,,,,True
41,weight_bit,layer3.1.conv1,1,10.973626333612515,9.6854248046875,9.6854248046875,True,True,,,,,True
42,weight_bit,layer3.2.conv1,1,10.83280675060655,10.05670166015625,10.05670166015625,True,True,,,,,True
43,weight_bit,layer3.1.conv1,1,10.803654402443499,9.81768798828125,9.81768798828125,True,True,,,,,True
44,weight_bit,layer3.1.conv1,1,10.775469388093597,9.796142578125,9.796142578125,True,True,,,,,True
45,weight_bit,layer3.2.conv1,1,10.65384003202314,9.763427734375,9.763427734375,True,True,,,,,True
46,weight_bit,layer3.2.conv1,1,10.630746224891027,9.920654296875,9.920654296875,True,True,,,,,True
47,weight_bit,layer3.2.conv1,1,10.525841433310688,9.739013671875,9.739013671875,True,True,,,,,True
48,weight_bit,layer3.2.conv1,1,10.495015775561114,4.1339111328125,4.1339111328125,True,True,,,,,True
49,weight_bit,layer3.2.conv1,1,10.426740579523312,10.29058837890625,10.29058837890625,True,True,,,,,True
50,weight_bit,layer3.2.conv1,1,10.29399289636774,9.43035888671875,9.43035888671875,True,True,,,,,True
51,weight_bit,layer3.2.conv1,1,10.256656324643927,9.93572998046875,9.93572998046875,True,True,,,,,True
52,weight_bit,layer3.2.conv1,1,10.232921376149534,14.03314208984375,14.03314208984375,True,True,,,,,True
53,weight_bit,layer3.2.conv1,1,10.099502626713956,9.76593017578125,9.76593017578125,True,True,,,,,True
54,weight_bit,layer3.2.conv1,1,10.089850344501428,9.25390625,9.25390625,True,True,,,,,True
55,weight_bit,layer3.1.conv1,1,9.989977618210673,9.15045166015625,9.15045166015625,True,True,,,,,True
56,weight_bit,layer3.2.conv1,1,9.989069954706679,14.81439208984375,14.81439208984375,True,True,,,,,True
57,weight_bit,layer3.1.conv2,1,9.973997134035699,7.567138671875,7.567138671875,True,True,,,,,True
58,weight_bit,layer3.2.conv1,1,9.94192474307522,9.08642578125,9.08642578125,True,True,,,,,True
59,weight_bit,layer3.2.conv1,1,9.904751262153013,9.3780517578125,9.3780517578125,True,True,,,,,True
60,weight_bit,layer3.1.conv2,1,9.887715865381324,2.312744140625,2.312744140625,True,True,,,,,True
61,weight_bit,layer3.2.conv1,1,9.816933598594233,8.98870849609375,8.98870849609375,True,True,,,,,True
62,weight_bit,layer3.1.conv1,1,9.809517333093709,9.26190185546875,9.26190185546875,True,True,,,,,True
63,weight_bit,layer3.2.conv1,1,9.807245406480433,9.68731689453125,9.68731689453125,True,True,,,,,True
